"cty","ZIP","Mode","TOS","Mode.VOMS","total_cap_exp","City","State","Service.Area.Sq.Miles","Sq.Miles","total_op_exp","max_trains","avg_speed","avg_trip_length","pax_per_hr","veh_revenue_hours","veh_revenue_miles","Train.Miles","Train.Hours","Unlinked.Passenger.Trips","Passenger.Miles","Directional.Route.Miles","track_miles_rev","track_miles_nonrev","fixed_guideway_miles","busway_exclusive_miles","control_access_miles","row_total_miles","cbsa","cbsaname","ctyname","spatial_id"
"21019","41105","DR","DO",5,11902,"Ashland","KY",17,130,336463,0,8.7145,0,1.7773,8032,69995,0,0,14275,0,0,NA,NA,NA,NA,NA,NA,26580,"Huntington-Ashland, WV-KY-OH","Boyd County, KY",26580
"21019","41105","DR","DO",4,66050,"Ashland","KY",17,130,336463,0,8.7145,0,1.7773,8032,69995,0,0,14275,0,0,NA,NA,NA,NA,NA,NA,26580,"Huntington-Ashland, WV-KY-OH","Boyd County, KY",26580
"21019","41105","MB","DO",6,105046,"Ashland","KY",17,130,732352,0,12.6871,0,10.4859,10715,135942,0,0,112356,0,0,NA,NA,NA,NA,NA,NA,26580,"Huntington-Ashland, WV-KY-OH","Boyd County, KY",26580
"21025","41339","DR","DO",14,89757,"Jackson","KY",NA,NA,828027,0,13.1319,0,0.6737,29814,391513,0,0,20085,0,0,NA,NA,NA,NA,NA,NA,99999,"","Breathitt County, KY",21025
"21025","41339","DR","DO",14,178181,"Jackson","KY",NA,NA,828027,0,13.1319,0,0.6737,29814,391513,0,0,20085,0,0,NA,NA,NA,NA,NA,NA,99999,"","Breathitt County, KY",21025
"21029","40299","VP","DO",74,56475,"Louisville","KY",2446,477,1084719,0,43.6105,36.3652,6.1338,28421,1239455,0,0,174330,6339543,0,NA,NA,NA,NA,NA,NA,31140,"Louisville/Jefferson County, KY-IN","Bullitt County, KY",31140
"21029","40299","VP","DO",77,358184,"Louisville","KY",2446,477,1084719,0,43.6105,36.3652,6.1338,28421,1239455,0,0,174330,6339543,0,NA,NA,NA,NA,NA,NA,31140,"Louisville/Jefferson County, KY-IN","Bullitt County, KY",31140
"21031","42101","DR","DO",9,13254,"Bowling Green","KY",15,45,227559,0,10.1005,0,2.2014,5873,59320,0,0,12929,0,0,NA,NA,NA,NA,NA,NA,14540,"Bowling Green, KY","Butler County, KY",14540
"21031","42101","MB","DO",7,26910,"Bowling Green","KY",15,45,1419720,0,12.1007,0,4.2402,17640,213457,0,0,74798,0,0,NA,NA,NA,NA,NA,NA,14540,"Bowling Green, KY","Butler County, KY",14540
"21035","42071","DR","DO",20,412280,"Murray","KY",NA,NA,1004210,0,17.2222,0,1.9788,32337,556915,0,0,63987,0,0,NA,NA,NA,NA,NA,NA,34660,"Murray, KY","Calloway County, KY",34660
"21035","42071","MB","DO",3,156001,"Murray","KY",NA,NA,167157,0,11.4323,0,5.6798,6581,75236,0,0,37379,0,0,NA,NA,NA,NA,NA,NA,34660,"Murray, KY","Calloway County, KY",34660
"21035","42071","DR","DO",20,94555,"Murray","KY",NA,NA,1004210,0,17.2222,0,1.9788,32337,556915,0,0,63987,0,0,NA,NA,NA,NA,NA,NA,34660,"Murray, KY","Calloway County, KY",34660
"21043","41164","DR","DO",19,145440,"Olive Hill","KY",NA,NA,1005938,0,21.6379,0,2.2668,25180,544842,0,0,57077,0,0,NA,NA,NA,NA,NA,NA,99999,"","Carter County, KY",21043
"21043","41164","DR","DO",18,124508,"Olive Hill","KY",NA,NA,1005938,0,21.6379,0,2.2668,25180,544842,0,0,57077,0,0,NA,NA,NA,NA,NA,NA,99999,"","Carter County, KY",21043
"21047","42241","DR","DO",90,376999,"Hopkinsville","KY",NA,NA,4280087,0,12.9565,0,1.1989,154366,2000037,0,0,185067,0,0,NA,NA,NA,NA,NA,NA,17300,"Clarksville, TN-KY","Christian County, KY",17300
"21047","42241","MB","DO",4,87878,"Hopkinsville","KY",NA,NA,377446,0,15.1574,0,3.7683,18603,281974,0,0,70102,0,0,NA,NA,NA,NA,NA,NA,17300,"Clarksville, TN-KY","Christian County, KY",17300
"21047","42241","DR","DO",91,141900,"Hopkinsville","KY",NA,NA,4280087,0,12.9565,0,1.1989,154366,2000037,0,0,185067,0,0,NA,NA,NA,NA,NA,NA,17300,"Clarksville, TN-KY","Christian County, KY",17300
"21051","40962","DR","DO",120,501392,"Manchester","KY",NA,NA,4295850,0,15.4928,0,1.1305,143350,2220894,0,0,162051,0,0,NA,NA,NA,NA,NA,NA,99999,"","Clay County, KY",21051
"21051","40962","DR","DO",112,260250,"Manchester","KY",NA,NA,4295850,0,15.4928,0,1.1305,143350,2220894,0,0,162051,0,0,NA,NA,NA,NA,NA,NA,99999,"","Clay County, KY",21051
"21059","42301","DR","DO",87,550925,"Owensboro","KY",2693,34,5165795,0,10.0266,10.1013,0.9656,197534,1980604,0,0,190731,1926638,0,NA,NA,NA,NA,NA,NA,36980,"Owensboro, KY","Daviess County, KY",36980
"21059","42302","MB","DO",9,426455,"Owensboro","KY",19,34,2137307,0,14.4294,0,8.8017,29608,427226,0,0,260600,0,0,NA,NA,NA,NA,NA,NA,36980,"Owensboro, KY","Daviess County, KY",36980
"21059","42301","DR","DO",74,309468,"Owensboro","KY",2693,34,5165795,0,10.0266,10.1013,0.9656,197534,1980604,0,0,190731,1926638,0,NA,NA,NA,NA,NA,NA,36980,"Owensboro, KY","Daviess County, KY",36980
"21063","41472","DR","DO",3,38834,"West Liberty","KY",NA,NA,171362,0,19.5797,0,1.0323,5353,104810,0,0,5526,0,0,NA,NA,NA,NA,NA,NA,99999,"","Elliott County, KY",21063
"21067","40508","MB","DO",52,3452486,"Lexington","KY",284,88,19539115,0,9.4561,4.481,19.9206,197409,1866724,0,0,3932501,17621395,225,NA,NA,0,0,0,0,30460,"Lexington-Fayette, KY","Fayette County, KY",30460
"21067","40508","MB","DO",51,9379195,"Lexington","KY",284,88,19539115,0,9.4561,4.481,19.9206,197409,1866724,0,0,3932501,17621395,225,NA,NA,0,0,0,0,30460,"Lexington-Fayette, KY","Fayette County, KY",30460
"21069","41041","DR","DO",45,302002,"Flemingsburg","KY",NA,NA,1343539,0,16.2334,0,0.5339,69762,1132472,0,0,37247,0,0,NA,NA,NA,NA,NA,NA,99999,"","Fleming County, KY",21069
"21069","41041","DR","DO",46,356671,"Flemingsburg","KY",NA,NA,1343539,0,16.2334,0,0.5339,69762,1132472,0,0,37247,0,0,NA,NA,NA,NA,NA,NA,99999,"","Fleming County, KY",21069
"21071","41653","DR","DO",70,693383,"Prestonsburg","KY",NA,NA,5272236,0,23.0731,0,1.2614,139876,3227369,0,0,176441,0,0,NA,NA,NA,NA,NA,NA,99999,"","Floyd County, KY",21071
"21073","40602","DR","DO",9,139862,"Frankfort","KY",NA,NA,521257,0,6.7493,0,1.2595,19013,128325,0,0,23947,0,0,NA,NA,NA,NA,NA,NA,23180,"Frankfort, KY","Franklin County, KY",23180
"21073","40602","DR","DO",9,266237,"Frankfort","KY",NA,NA,521257,0,6.7493,0,1.2595,19013,128325,0,0,23947,0,0,NA,NA,NA,NA,NA,NA,23180,"Frankfort, KY","Franklin County, KY",23180
"21073","40602","DR","DO",72,338000,"Frankfort","KY",NA,NA,5195982,0,14.7182,0,1.5372,151786,2234020,0,0,233327,0,0,NA,NA,NA,NA,NA,NA,23180,"Frankfort, KY","Franklin County, KY",23180
"21073","40602","MB","DO",5,50000,"Frankfort","KY",NA,NA,278425,0,9.1708,0,0.7956,8230,75476,0,0,6548,0,0,NA,NA,NA,NA,NA,NA,23180,"Frankfort, KY","Franklin County, KY",23180
"21073","40602","DR","DO",72,1305098,"Frankfort","KY",NA,NA,5195982,0,14.7182,0,1.5372,151786,2234020,0,0,233327,0,0,NA,NA,NA,NA,NA,NA,23180,"Frankfort, KY","Franklin County, KY",23180
"21073","40602","MB","DO",6,99714,"Frankfort","KY",NA,NA,793233,0,18.6747,0,12.312,10978,205011,0,0,135161,0,0,NA,NA,NA,NA,NA,NA,23180,"Frankfort, KY","Franklin County, KY",23180
"21075","42041","DR","DO",34,94555,"Fulton","KY",NA,NA,2516260,0,16.6617,0,1.5841,79488,1324404,0,0,125919,0,0,NA,NA,NA,NA,NA,NA,46460,"Union City, TN-KY","Fulton County, KY",46460
"21075","42041","DR","DO",35,490116,"Fulton","KY",NA,NA,2516260,0,16.6617,0,1.5841,79488,1324404,0,0,125919,0,0,NA,NA,NA,NA,NA,NA,46460,"Union City, TN-KY","Fulton County, KY",46460
"21093","42701","DR","DO",36,71099,"Elizabethtown","KY",929,57,3239958,0,17.7491,14.3648,1.319,85326,1514458,0,0,112548,1616724,0,NA,NA,NA,NA,NA,NA,21060,"Elizabethtown-Fort Knox, KY","Hardin County, KY",21060
"21093","42701","DR","DO",43,205258,"Elizabethtown","KY",929,57,3239958,0,17.7491,14.3648,1.319,85326,1514458,0,0,112548,1616724,0,NA,NA,NA,NA,NA,NA,21060,"Elizabethtown-Fort Knox, KY","Hardin County, KY",21060
"21095","40831","DR","DO",40,400639,"Harlan","KY",NA,NA,1300549,0,20.8494,0,0.7217,39222,817755,0,0,28307,0,0,NA,NA,NA,NA,NA,NA,99999,"","Harlan County, KY",21095
"21095","40831","DR","DO",39,193488,"Harlan","KY",NA,NA,1300549,0,20.8494,0,0.7217,39222,817755,0,0,28307,0,0,NA,NA,NA,NA,NA,NA,99999,"","Harlan County, KY",21095
"21101","42419","DR","DO",2,65000,"Henderson","KY",16,119,267018,0,10.1899,0,2.114,5212,53110,0,0,11018,0,0,NA,NA,NA,NA,NA,NA,21780,"Evansville, IN-KY","Henderson County, KY",21780
"21101","42419","MB","DO",3,160000,"Henderson","KY",16,119,934613,0,14.1967,0,10.3618,10710,152047,0,0,110975,0,0,NA,NA,NA,NA,NA,NA,21780,"Evansville, IN-KY","Henderson County, KY",21780
"21101","42419","MB","DO",3,65645,"Henderson","KY",16,119,934613,0,14.1967,0,10.3618,10710,152047,0,0,110975,0,0,NA,NA,NA,NA,NA,NA,21780,"Evansville, IN-KY","Henderson County, KY",21780
"21103","40031","MB","DO",1,5574,"LaGrange","KY",7,477,134158,0,12.0145,0,5.3097,3032,36428,0,0,16099,0,0,NA,NA,NA,NA,NA,NA,31140,"Louisville/Jefferson County, KY-IN","Henry County, KY",31140
"21103","40031","MB","DO",2,99428,"LaGrange","KY",7,477,134158,0,12.0145,0,5.3097,3032,36428,0,0,16099,0,0,NA,NA,NA,NA,NA,NA,31140,"Louisville/Jefferson County, KY-IN","Henry County, KY",31140
"21109","40456","DR","DO",183,4460712,"Mt. Vernon","KY",NA,NA,11763483,0,22.7962,0,1.9225,327860,7473947,0,0,630313,0,0,NA,NA,NA,NA,NA,NA,99999,"","Jackson County, KY",21109
"21109","40456","DR","DO",177,140000,"Mt. Vernon","KY",NA,NA,11763483,0,22.7962,0,1.9225,327860,7473947,0,0,630313,0,0,NA,NA,NA,NA,NA,NA,99999,"","Jackson County, KY",21109
"21111","40203","MB","DO",181,13588756,"Louisville","KY",357,477,66277194,0,12.3019,3.9434,20.8139,566946,6974505,0,0,11800360,46533968,1496.1,NA,NA,0,0,0,0,31140,"Louisville/Jefferson County, KY-IN","Jefferson County, KY",31140
"21111","40203","MB","DO",178,14292593,"Louisville","KY",357,477,66277194,0,12.3019,3.9434,20.8139,566946,6974505,0,0,11800360,46533968,1496.1,NA,NA,0,0,0,0,31140,"Louisville/Jefferson County, KY-IN","Jefferson County, KY",31140
"21111","40203","DR","DO",70,651929,"Louisville","KY",NA,NA,2791147,0,9.0645,0,0.7347,130010,1178474,0,0,95513,0,0,NA,NA,NA,NA,NA,NA,31140,"Louisville/Jefferson County, KY-IN","Jefferson County, KY",31140
"21111","40203","DR","DO",67,556560,"Louisville","KY",NA,NA,2791147,0,9.0645,0,0.7347,130010,1178474,0,0,95513,0,0,NA,NA,NA,NA,NA,NA,31140,"Louisville/Jefferson County, KY-IN","Jefferson County, KY",31140
"21111","40203","DR","DO",1,1187980,"Louisville","KY",357,477,187394,0,10.9461,8.7537,3.9515,557,6097,0,0,2201,19267,0,NA,NA,NA,NA,NA,NA,31140,"Louisville/Jefferson County, KY-IN","Jefferson County, KY",31140
"21117","41017","MB","DO",97,7276514,"Fort Wright","KY",267,788,19345399,0,14.6556,6.7599,13.8856,215896,3164090,0,0,2997854,20265177,421.1,NA,NA,0,0,0,0,17140,"Cincinnati, OH-KY-IN","Kenton County, KY",17140
"21117","41017","DR","DO",26,893620,"Fort Wright","KY",267,788,3944669,0,17.1327,9.7096,1.6728,55423,949544,0,0,92711,900183,0,NA,NA,NA,NA,NA,NA,17140,"Cincinnati, OH-KY-IN","Kenton County, KY",17140
"21117","41017","MB","DO",97,3712109,"Fort Wright","KY",267,788,19345399,0,14.6556,6.7599,13.8856,215896,3164090,0,0,2997854,20265177,421.1,NA,NA,0,0,0,0,17140,"Cincinnati, OH-KY-IN","Kenton County, KY",17140
"21145","42002","DR","DO",49,733743,"Paducah","KY",NA,NA,3222732,0,24.9892,0,2.011,50231,1255233,0,0,101013,0,0,NA,NA,NA,NA,NA,NA,37140,"Paducah, KY-IL","McCracken County, KY",37140
"21145","42002","DR","DO",49,392025,"Paducah","KY",NA,NA,3222732,0,24.9892,0,2.011,50231,1255233,0,0,101013,0,0,NA,NA,NA,NA,NA,NA,37140,"Paducah, KY-IL","McCracken County, KY",37140
"21151","40475","MB","DO",6,289613,"Richmond","KY",NA,NA,424662,0,9.7889,0,6.4078,16928,165706,0,0,108472,0,0,NA,NA,NA,NA,NA,NA,40080,"Richmond-Berea, KY","Madison County, KY",40080
"21151","40475","DR","DO",36,129569,"Richmond","KY",NA,NA,1619313,0,14.8876,0,2.0607,47080,700908,0,0,97020,0,0,NA,NA,NA,NA,NA,NA,40080,"Richmond-Berea, KY","Madison County, KY",40080
"21151","40475","DR","DO",36,363437,"Richmond","KY",NA,NA,1619313,0,14.8876,0,2.0607,47080,700908,0,0,97020,0,0,NA,NA,NA,NA,NA,NA,40080,"Richmond-Berea, KY","Madison County, KY",40080
"21155","40033","DR","DO",60,495608,"Lebanon","KY",NA,NA,2808505,0,22.1607,0,0.9977,78857,1747525,0,0,78676,0,0,NA,NA,NA,NA,NA,NA,99999,"","Marion County, KY",21155
"21155","40033","DR","DO",56,281957,"Lebanon","KY",NA,NA,2808505,0,22.1607,0,0.9977,78857,1747525,0,0,78676,0,0,NA,NA,NA,NA,NA,NA,99999,"","Marion County, KY",21155
"21187","40359","DR","DO",10,157578,"Owenton","KY",NA,NA,475641,0,18.2871,0,0.7526,15258,279024,0,0,11483,0,0,NA,NA,NA,NA,NA,NA,99999,"","Owen County, KY",21187
"21187","40359","DR","DO",11,352273,"Owenton","KY",NA,NA,475641,0,18.2871,0,0.7526,15258,279024,0,0,11483,0,0,NA,NA,NA,NA,NA,NA,99999,"","Owen County, KY",21187
"22001","70546","DR","DO",8,23949,"Jennings","LA",NA,NA,447520,0,19.3815,0,0.9508,11644,225678,0,0,11071,0,0,NA,NA,NA,NA,NA,NA,29180,"Lafayette, LA","Acadia Parish, LA",29180
"22003","71463","DR","DO",11,79122,"Oakdale","LA",NA,NA,425788,0,25.7778,0,1.0495,13731,353955,0,0,14410,0,0,NA,NA,NA,NA,NA,NA,99999,"","Allen Parish, LA",22003
"22003","71463","DR","DO",10,39561,"Oakdale","LA",NA,NA,425788,0,25.7778,0,1.0495,13731,353955,0,0,14410,0,0,NA,NA,NA,NA,NA,NA,99999,"","Allen Parish, LA",22003
"22007","70390","DR","DO",11,39561,"Napoleonville","LA",NA,NA,384098,0,19.2444,0,2.0117,8049,154898,0,0,16192,0,0,NA,NA,NA,NA,NA,NA,99999,"","Assumption Parish, LA",22007
"22009","71360","DR","DO",7,119801,"Pineville, La.","LA",NA,NA,88975,0,11.801,0,2.3046,1819,21466,0,0,4192,0,0,NA,NA,NA,NA,NA,NA,99999,"","Avoyelles Parish, LA",22009
"22009","71360","DR","DO",5,117924,"Pineville, La.","LA",NA,NA,88975,0,11.801,0,2.3046,1819,21466,0,0,4192,0,0,NA,NA,NA,NA,NA,NA,99999,"","Avoyelles Parish, LA",22009
"22009","71351","DR","DO",10,231734,"Marksville","LA",NA,NA,546901,0,26.795,0,1.4697,10530,282151,0,0,15476,0,0,NA,NA,NA,NA,NA,NA,99999,"","Avoyelles Parish, LA",22009
"22013","71001","DR","DO",8,119801,"Arcadia","LA",0,NA,427780,0,18.6228,0,1.0674,12041,224237,0,0,12852,0,0,NA,NA,NA,NA,NA,NA,99999,"","Bienville Parish, LA",22013
"22015","71107","DR","DO",19,485874,"Shreveport","LA",61,185,1619598,0,15.9475,9.8127,1.5675,41308,658761,0,0,64750,635372,0,NA,NA,NA,NA,NA,NA,43340,"Shreveport-Bossier City, LA","Bossier Parish, LA",43340
"22015","71107","MB","DO",40,13066671,"Shreveport","LA",61,185,11439078,0,15.1442,6.232,16.7761,150444,2278358,0,0,2523868,15728847,341.6,NA,NA,0,0,0,0,43340,"Shreveport-Bossier City, LA","Bossier Parish, LA",43340
"22015","71107","MB","DO",41,940656,"Shreveport","LA",61,185,11439078,0,15.1442,6.232,16.7761,150444,2278358,0,0,2523868,15728847,341.6,NA,NA,0,0,0,0,43340,"Shreveport-Bossier City, LA","Bossier Parish, LA",43340
"22019","70615","MB","DO",5,887374,"Lake Charles","LA",43,127,2317195,0,13.0039,0,21.1789,12937,168231,0,0,273991,0,0,NA,NA,NA,NA,NA,NA,29340,"Lake Charles, LA","Calcasieu Parish, LA",29340
"22019","70615","DR","DO",2,14666,"Lake Charles","LA",43,127,772398,0,12.3853,0,1.2449,4038,50012,0,0,5027,0,0,NA,NA,NA,NA,NA,NA,29340,"Lake Charles, LA","Calcasieu Parish, LA",29340
"22019","70615","DR","DO",2,295791,"Lake Charles","LA",43,127,772398,0,12.3853,0,1.2449,4038,50012,0,0,5027,0,0,NA,NA,NA,NA,NA,NA,29340,"Lake Charles, LA","Calcasieu Parish, LA",29340
"22019","70607","DR","DO",7,39561,"Lake Charles","LA",NA,NA,277229,0,14.8496,0,1.3398,6456,95869,0,0,8650,0,0,NA,NA,NA,NA,NA,NA,29340,"Lake Charles, LA","Calcasieu Parish, LA",29340
"22019","70602","DR","DO",12,315255,"Lake Charles","LA",NA,NA,266324,0,16.3153,0,1.2291,11523,188001,0,0,14163,0,0,NA,NA,NA,NA,NA,NA,29340,"Lake Charles, LA","Calcasieu Parish, LA",29340
"22019","70615","MB","DO",5,43996,"Lake Charles","LA",43,127,2317195,0,13.0039,0,21.1789,12937,168231,0,0,273991,0,0,NA,NA,NA,NA,NA,NA,29340,"Lake Charles, LA","Calcasieu Parish, LA",29340
"22021","71418","DR","DO",5,55966,"Columbia","LA",NA,NA,147512,0,23.6097,0,4.9689,2183,51540,0,0,10847,0,0,NA,NA,NA,NA,NA,NA,99999,"","Caldwell Parish, LA",22021
"22031","71052","DR","DO",8,122768,"Mansfield","LA",NA,NA,300469,0,14.6257,0,1.4676,8207,120033,0,0,12045,0,0,NA,NA,NA,NA,NA,NA,43340,"Shreveport-Bossier City, LA","De Soto Parish, LA",43340
"22033","70722","DR","DO",8,59901,"Clinton","LA",NA,NA,321256,0,19.3173,0,1.5099,7492,144725,0,0,11312,0,0,NA,NA,NA,NA,NA,NA,12940,"Baton Rouge, LA","East Baton Rouge Parish, LA",12940
"22033","70802","MB","DO",56,4681392,"Baton Rouge","LA",211,367,25246305,0,12.9036,3.6612,15.4514,250788,3236056,0,0,3875024,14187321,355,NA,NA,0,0,0,0,12940,"Baton Rouge, LA","East Baton Rouge Parish, LA",12940
"22033","70722","DR","DO",7,54918,"Clinton","LA",NA,NA,321256,0,19.3173,0,1.5099,7492,144725,0,0,11312,0,0,NA,NA,NA,NA,NA,NA,12940,"Baton Rouge, LA","East Baton Rouge Parish, LA",12940
"22033","70802","MB","DO",59,4574076,"Baton Rouge","LA",211,367,25246305,0,12.9036,3.6612,15.4514,250788,3236056,0,0,3875024,14187321,355,NA,NA,0,0,0,0,12940,"Baton Rouge, LA","East Baton Rouge Parish, LA",12940
"22035","71282","DR","DO",8,39561,"Tallulah","LA",NA,NA,149493,0,11.6515,0,1.5802,4402,51290,0,0,6956,0,0,NA,NA,NA,NA,NA,NA,99999,"","East Carroll Parish, LA",22035
"22039","70586","DR","DO",9,55966,"Ville Platte","LA",0,NA,387499,0,16.6115,0,1.5483,10784,179138,0,0,16697,0,0,NA,NA,NA,NA,NA,NA,99999,"","Evangeline Parish, LA",22039
"22039","70570","DR","DO",8,179702,"Opelousas","LA",NA,NA,262303,0,14.6696,0,1.3181,7530,110462,0,0,9925,0,0,NA,NA,NA,NA,NA,NA,99999,"","Evangeline Parish, LA",22039
"22047","70764","DR","DO",8,44000,"Plaquemine","LA",NA,NA,487743,0,13.121,0,0.7018,13311,174653,0,0,9342,0,0,NA,NA,NA,NA,NA,NA,12940,"Baton Rouge, LA","Iberville Parish, LA",12940
"22049","71270","DR","DO",4,59901,"Ruston ","LA",0,NA,221104,0,13.3862,0,2.4177,2887,38646,0,0,6980,0,0,NA,NA,NA,NA,NA,NA,99999,"","Jackson Parish, LA",22049
"22051","70053","DR","PT",15,1377559,"Gretna","LA",94,251,2947307,0,10.955,6.9615,1.6979,38701,423969,0,0,65711,457450,0,NA,NA,NA,NA,NA,NA,35380,"New Orleans-Metairie, LA","Jefferson Parish, LA",35380
"22051","70053","MB","PT",31,127626,"Gretna","LA",94,251,11738090,0,13.7543,5.0169,19.319,99325,1366143,0,0,1918859,9626644,246.5,NA,NA,0,0,7,7,35380,"New Orleans-Metairie, LA","Jefferson Parish, LA",35380
"22051","70053","MB","PT",29,495100,"Gretna","LA",94,251,11738090,0,13.7543,5.0169,19.319,99325,1366143,0,0,1918859,9626644,246.5,NA,NA,0,0,7,7,35380,"New Orleans-Metairie, LA","Jefferson Parish, LA",35380
"22051","70053","DR","PT",15,100774,"Gretna","LA",94,251,2947307,0,10.955,6.9615,1.6979,38701,423969,0,0,65711,457450,0,NA,NA,NA,NA,NA,NA,35380,"New Orleans-Metairie, LA","Jefferson Parish, LA",35380
"22055","70502","DR","DO",9,18421,"Lafayette","LA",148,179,474691,0,20.5172,0,1.1196,17573,360548,0,0,19675,0,0,NA,NA,NA,NA,NA,NA,29180,"Lafayette, LA","Lafayette Parish, LA",29180
"22055","70517","DR","DO",6,119801,"Breaux Bridge","LA",NA,NA,246676,0,21.482,0,2.2365,4575,98280,0,0,10232,0,0,NA,NA,NA,NA,NA,NA,29180,"Lafayette, LA","Lafayette Parish, LA",29180
"22055","70502","MB","DO",15,167180,"Lafayette","LA",49,179,4817775,0,15.6241,5.3872,29.3797,51424,803455,0,0,1510821,8139132,253.5,NA,NA,0,0,0,0,29180,"Lafayette, LA","Lafayette Parish, LA",29180
"22063","70726","DR","DO",11,179240,"Denham Springs","LA",NA,NA,631839,0,19.9321,0,3.8039,8686,173130,0,0,33041,0,0,NA,NA,NA,NA,NA,NA,12940,"Baton Rouge, LA","Livingston Parish, LA",12940
"22063","70422","DR","DO",13,62867,"Amite","LA",77,77,690784,0,19.1153,0,2.4914,13717,262204,0,0,34174,0,0,NA,NA,NA,NA,NA,NA,12940,"Baton Rouge, LA","Livingston Parish, LA",12940
"22063","70422","DR","DO",12,270842,"Amite","LA",77,77,690784,0,19.1153,0,2.4914,13717,262204,0,0,34174,0,0,NA,NA,NA,NA,NA,NA,12940,"Baton Rouge, LA","Livingston Parish, LA",12940
"22063","70726","DR","DO",17,479207,"Denham Springs","LA",NA,NA,631839,0,19.9321,0,3.8039,8686,173130,0,0,33041,0,0,NA,NA,NA,NA,NA,NA,12940,"Baton Rouge, LA","Livingston Parish, LA",12940
"22071","70119","SR","PT",31,1683917,"New Orleans","LA",75,251,27933362,31,6.0968,2.01,38.7421,199976,1219212,1235754,206121,7747491,15572457,26.88,34,5,NA,NA,NA,NA,35380,"New Orleans-Metairie, LA","Orleans Parish, LA",35380
"22071","70119","FB","PT",2,7148111,"New Orleans","LA",75,251,7384693,0,1.9996,0.5,99.5459,10591,21178,0,0,1054291,527146,2,NA,NA,NA,NA,NA,NA,35380,"New Orleans-Metairie, LA","Orleans Parish, LA",35380
"22071","70119","MB","PT",90,1760985,"New Orleans","LA",75,251,57710916,0,12.4359,3.85,21.9907,452517,5627473,0,0,9951144,38311904,683,NA,NA,0,7,0,7,35380,"New Orleans-Metairie, LA","Orleans Parish, LA",35380
"22071","70119","DR","PT",42,28754,"New Orleans","LA",75,251,12929254,0,9.9714,7.5293,1.9707,116065,1157336,0,0,228735,1722218,0,NA,NA,NA,NA,NA,NA,35380,"New Orleans-Metairie, LA","Orleans Parish, LA",35380
"22071","70119","FB","PT",2,4771113,"New Orleans","LA",75,251,7384693,0,1.9996,0.5,99.5459,10591,21178,0,0,1054291,527146,2,NA,NA,NA,NA,NA,NA,35380,"New Orleans-Metairie, LA","Orleans Parish, LA",35380
"22071","70119","DR","PT",42,21826,"New Orleans","LA",75,251,12929254,0,9.9714,7.5293,1.9707,116065,1157336,0,0,228735,1722218,0,NA,NA,NA,NA,NA,NA,35380,"New Orleans-Metairie, LA","Orleans Parish, LA",35380
"22071","70119","MB","PT",90,4564052,"New Orleans","LA",75,251,57710916,0,12.4359,3.85,21.9907,452517,5627473,0,0,9951144,38311904,683,NA,NA,0,7,0,7,35380,"New Orleans-Metairie, LA","Orleans Parish, LA",35380
"22071","70119","SR","PT",31,12606560,"New Orleans","LA",75,251,27933362,31,6.0968,2.01,38.7421,199976,1219212,1235754,206121,7747491,15572457,26.88,34,5,NA,NA,NA,NA,35380,"New Orleans-Metairie, LA","Orleans Parish, LA",35380
"22073","71201","MB","DO",13,2192958,"Monroe","LA",31,82,4759061,0,15.2267,0,23.4942,39217,597147,0,0,921372,0,0,NA,NA,NA,NA,NA,NA,33740,"Monroe, LA","Ouachita Parish, LA",33740
"22073","71201","MB","DO",13,1290035,"Monroe","LA",31,82,4759061,0,15.2267,0,23.4942,39217,597147,0,0,921372,0,0,NA,NA,NA,NA,NA,NA,33740,"Monroe, LA","Ouachita Parish, LA",33740
"22073","71291","DR","DO",11,239603,"West Monroe","LA",NA,NA,416260,0,11.5366,0,2.8878,11555,133305,0,0,33368,0,0,NA,NA,NA,NA,NA,NA,33740,"Monroe, LA","Ouachita Parish, LA",33740
"22075","70037","FB","DO",2,109443,"Belle Chasse","LA",4,251,3478624,0,1.699,0.5,60.7137,11740,19946,0,0,712779,356390,1.96,NA,NA,NA,NA,NA,NA,35380,"New Orleans-Metairie, LA","Plaquemines Parish, LA",35380
"22075","70037","FB","DO",2,634239,"Belle Chasse","LA",4,251,3478624,0,1.699,0.5,60.7137,11740,19946,0,0,712779,356390,1.96,NA,NA,NA,NA,NA,NA,35380,"New Orleans-Metairie, LA","Plaquemines Parish, LA",35380
"22077","70760","DR","DO",13,267360,"New Roads","LA",NA,NA,591205,0,21.6979,0,1.7479,13857,300668,0,0,24220,0,0,NA,NA,NA,NA,NA,NA,12940,"Baton Rouge, LA","Pointe Coupee Parish, LA",12940
"22079","71309","DR","DO",2,10435,"Alexandria","LA",28,66,409954,0,10.5735,0,2.8116,5944,62849,0,0,16712,0,0,NA,NA,NA,NA,NA,NA,10780,"Alexandria, LA","Rapides Parish, LA",10780
"22079","71309","MB","DO",8,892046,"Alexandria","LA",28,66,2536457,0,13.9106,0,16.5794,33825,470525,0,0,560798,0,0,NA,NA,NA,NA,NA,NA,10780,"Alexandria, LA","Rapides Parish, LA",10780
"22079","71309","DR","DO",2,12766,"Alexandria","LA",28,66,409954,0,10.5735,0,2.8116,5944,62849,0,0,16712,0,0,NA,NA,NA,NA,NA,NA,10780,"Alexandria, LA","Rapides Parish, LA",10780
