"cty","ZIP","Mode","TOS","Mode.VOMS","total_cap_exp","City","State","Service.Area.Sq.Miles","Sq.Miles","total_op_exp","max_trains","avg_speed","avg_trip_length","pax_per_hr","veh_revenue_hours","veh_revenue_miles","Train.Miles","Train.Hours","Unlinked.Passenger.Trips","Passenger.Miles","Directional.Route.Miles","track_miles_rev","track_miles_nonrev","fixed_guideway_miles","busway_exclusive_miles","control_access_miles","row_total_miles","cbsa","cbsaname","ctyname","spatial_id"
"17173","62565","DR","DO",33,230436,"Shelbyville","IL",NA,NA,1794529,0,12.9881,0,2.3578,47833,621259,0,0,112781,0,0,NA,NA,NA,NA,NA,NA,99999,"","Shelby County, IL",17173
"17177","61032","DR","DO",12,109416,"Freeport","IL",NA,NA,1351282,0,11.6192,0,2.5732,38521,447582,0,0,99124,0,0,NA,NA,NA,NA,NA,NA,23300,"Freeport, IL","Stephenson County, IL",23300
"17179","61530","DR","DO",7,116334,"Eureka","IL",NA,NA,446856,0,33.2127,0,1.5352,9097,302136,0,0,13966,0,0,NA,NA,NA,NA,NA,NA,37900,"Peoria, IL","Tazewell County, IL",37900
"17179","61554","DR","DO",19,116334,"Pekin","IL",NA,NA,780086,0,29.7969,0,2.5703,16883,503061,0,0,43395,0,0,NA,NA,NA,NA,NA,NA,37900,"Peoria, IL","Tazewell County, IL",37900
"17183","61832","DR","DO",15,116394,"Danville","IL",NA,NA,1297971,0,18.363,0,3.7527,16444,301961,0,0,61710,0,0,NA,NA,NA,NA,NA,NA,19180,"Danville, IL","Vermilion County, IL",19180
"17183","61832","MB","DO",11,2907783,"Danville","IL",34,30,2588473,0,22.8914,0,22.7192,26255,601013,0,0,596492,0,0,NA,NA,NA,NA,NA,NA,19180,"Danville, IL","Vermilion County, IL",19180
"17183","61832","MB","DO",11,376137,"Danville","IL",34,30,2588473,0,22.8914,0,22.7192,26255,601013,0,0,596492,0,0,NA,NA,NA,NA,NA,NA,19180,"Danville, IL","Vermilion County, IL",19180
"17201","61101","DR","DO",27,600942,"Rockford","IL",155,153,4055010,0,15.7973,8.232,2.2284,53830,850366,0,0,119957,987486,0,NA,NA,NA,NA,NA,NA,40420,"Rockford, IL","Winnebago County, IL",40420
"17201","61101","MB","DO",24,1460690,"Rockford","IL",155,153,12541944,0,12.8125,4.36,16.3609,94854,1215315,0,0,1551899,6766280,240.4,NA,NA,0,0,0,0,40420,"Rockford, IL","Winnebago County, IL",40420
"17201","61072","DR","PT",0,23995,"Rockton ","IL",51,34,812758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40420,"Rockford, IL","Winnebago County, IL",40420
"17201","61072","DR","PT",0,26620,"Rockton ","IL",51,34,812758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40420,"Rockford, IL","Winnebago County, IL",40420
"17201","61101","MB","DO",24,869476,"Rockford","IL",155,153,12541944,0,12.8125,4.36,16.3609,94854,1215315,0,0,1551899,6766280,240.4,NA,NA,0,0,0,0,40420,"Rockford, IL","Winnebago County, IL",40420
"18001","46714","DR","DO",8,25665,"Bluffton","IN",NA,NA,565020,0,13.1517,0,2.811,14234,187201,0,0,40012,0,0,NA,NA,NA,NA,NA,NA,19540,"Decatur, IN","Adams County, IN",19540
"18001","46714","DR","DO",8,69972,"Bluffton","IN",NA,NA,565020,0,13.1517,0,2.811,14234,187201,0,0,40012,0,0,NA,NA,NA,NA,NA,NA,19540,"Decatur, IN","Adams County, IN",19540
"18003","46725","DR","DO",10,51900,"Columbia City","IN",NA,NA,550717,0,15.6657,0,2.7127,13439,210531,0,0,36456,0,0,NA,NA,NA,NA,NA,NA,23060,"Fort Wayne, IN","Allen County, IN",23060
"18003","46706","DR","DO",10,78386,"Auburn","IN",NA,NA,572221,0,14.352,0,1.4716,18869,270807,0,0,27768,0,0,NA,NA,NA,NA,NA,NA,23060,"Fort Wayne, IN","Allen County, IN",23060
"18003","46725","DR","DO",10,96884,"Columbia City","IN",NA,NA,550717,0,15.6657,0,2.7127,13439,210531,0,0,36456,0,0,NA,NA,NA,NA,NA,NA,23060,"Fort Wayne, IN","Allen County, IN",23060
"18003","46706","DR","DO",10,83669,"Auburn","IN",NA,NA,572221,0,14.352,0,1.4716,18869,270807,0,0,27768,0,0,NA,NA,NA,NA,NA,NA,23060,"Fort Wayne, IN","Allen County, IN",23060
"18003","46808","MB","DO",29,1395682,"Fort Wayne","IN",111,172,10757149,0,14.0229,3.0344,16.5342,102401,1435961,0,0,1693122,5137688,294,NA,NA,0,0,0,0,23060,"Fort Wayne, IN","Allen County, IN",23060
"18003","46808","MB","DO",28,1016113,"Fort Wayne","IN",111,172,10757149,0,14.0229,3.0344,16.5342,102401,1435961,0,0,1693122,5137688,294,NA,NA,0,0,0,0,23060,"Fort Wayne, IN","Allen County, IN",23060
"18003","46808","DR","DO",15,78400,"Fort Wayne","IN",111,172,2464734,0,15.2259,8.6173,2.8461,25979,395553,0,0,73939,637153,0,NA,NA,NA,NA,NA,NA,23060,"Fort Wayne, IN","Allen County, IN",23060
"18003","46808","DR","DO",17,200607,"Fort Wayne","IN",111,172,2464734,0,15.2259,8.6173,2.8461,25979,395553,0,0,73939,637153,0,NA,NA,NA,NA,NA,NA,23060,"Fort Wayne, IN","Allen County, IN",23060
"18005","47201","MB","DO",5,1793688,"Columbus","IN",27,27,1347925,0,12.2338,0,10.7966,21320,260825,0,0,230183,0,0,NA,NA,NA,NA,NA,NA,18020,"Columbus, IN","Bartholomew County, IN",18020
"18005","47201","DR","DO",4,63507,"Columbus","IN",27,27,409454,0,8.9991,0,1.5317,9056,81496,0,0,13871,0,0,NA,NA,NA,NA,NA,NA,18020,"Columbus, IN","Bartholomew County, IN",18020
"18011","46041","DR","DO",8,139300,"FRANKFORT","IN",NA,NA,436827,0,6.4729,0,2.4442,17030,110233,0,0,41625,0,0,NA,NA,NA,NA,NA,NA,26900,"Indianapolis-Carmel-Anderson, IN","Boone County, IN",26900
"18011","46052","DR","DO",16,67606,"Lebanon","IN",NA,NA,682304,0,13.0031,0,1.3291,19059,247827,0,0,25332,0,0,NA,NA,NA,NA,NA,NA,26900,"Indianapolis-Carmel-Anderson, IN","Boone County, IN",26900
"18011","46041","DR","DO",8,135654,"FRANKFORT","IN",NA,NA,436827,0,6.4729,0,2.4442,17030,110233,0,0,41625,0,0,NA,NA,NA,NA,NA,NA,26900,"Indianapolis-Carmel-Anderson, IN","Boone County, IN",26900
"18015","46947","DR","DO",24,201800,"LOGANSPORT","IN",NA,NA,1482545,0,14.8772,0,2.563,53781,800113,0,0,137840,0,0,NA,NA,NA,NA,NA,NA,29200,"Lafayette-West Lafayette, IN","Carroll County, IN",29200
"18015","47960","DR","DO",8,74324,"Monticello","IN",NA,NA,317519,0,10.6775,0,1.726,7693,82142,0,0,13278,0,0,NA,NA,NA,NA,NA,NA,29200,"Lafayette-West Lafayette, IN","Carroll County, IN",29200
"18015","46947","DR","DO",24,111200,"LOGANSPORT","IN",NA,NA,1482545,0,14.8772,0,2.563,53781,800113,0,0,137840,0,0,NA,NA,NA,NA,NA,NA,29200,"Lafayette-West Lafayette, IN","Carroll County, IN",29200
"18017","46901","DR","DO",25,8761,"Kokomo","IN",80,36,1356234,0,12.7728,3.4316,3.0727,30762,392917,0,0,94522,324360,0,NA,NA,NA,NA,NA,NA,30900,"Logansport, IN","Cass County, IN",30900
"18017","46970","DR","DO",10,58544,"Peru","IN",NA,NA,523112,0,14.4373,0,2.4376,19948,287995,0,0,48626,0,0,NA,NA,NA,NA,NA,NA,30900,"Logansport, IN","Cass County, IN",30900
"18017","46901","MB","DO",4,28997,"Kokomo","IN",80,36,885326,0,12.6839,4.29,31.6489,11961,151712,0,0,378552,1623988,29,NA,NA,0,0,0,0,30900,"Logansport, IN","Cass County, IN",30900
"18017","46901","DR","DO",25,384089,"Kokomo","IN",80,36,1356234,0,12.7728,3.4316,3.0727,30762,392917,0,0,94522,324360,0,NA,NA,NA,NA,NA,NA,30900,"Logansport, IN","Cass County, IN",30900
"18017","46970","DR","DO",10,34986,"Peru","IN",NA,NA,523112,0,14.4373,0,2.4376,19948,287995,0,0,48626,0,0,NA,NA,NA,NA,NA,NA,30900,"Logansport, IN","Cass County, IN",30900
"18025","47112","DR","DO",8,205632,"Corydon","IN",NA,NA,654173,0,24.4391,0,2.1642,8955,218852,0,0,19380,0,0,NA,NA,NA,NA,NA,NA,99999,"","Crawford County, IN",18025
"18025","47112","DR","DO",15,216119,"Corydon","IN",NA,NA,654173,0,24.4391,0,2.1642,8955,218852,0,0,19380,0,0,NA,NA,NA,NA,NA,NA,99999,"","Crawford County, IN",18025
"18027","47501","DR","DO",95,249612,"Washington","IN",NA,NA,2971696,0,16.9583,0,1.7854,106683,1809166,0,0,190467,0,0,NA,NA,NA,NA,NA,NA,47780,"Washington, IN","Daviess County, IN",47780
"18027","47501","DR","DO",90,387247,"Washington","IN",NA,NA,2971696,0,16.9583,0,1.7854,106683,1809166,0,0,190467,0,0,NA,NA,NA,NA,NA,NA,47780,"Washington, IN","Daviess County, IN",47780
"18029","47012","DR","DO",9,37319,"Brookville","IN",NA,NA,447783,0,24.8595,0,2.7434,9950,247352,0,0,27297,0,0,NA,NA,NA,NA,NA,NA,17140,"Cincinnati, OH-KY-IN","Dearborn County, IN",17140
"18029","47018","DR","DO",20,190000,"Dillsboro","IN",NA,NA,1599968,0,18.3234,0,1.8348,38214,700210,0,0,70115,0,0,NA,NA,NA,NA,NA,NA,17140,"Cincinnati, OH-KY-IN","Dearborn County, IN",17140
"18029","47018","DR","DO",20,543922,"Dillsboro","IN",NA,NA,1599968,0,18.3234,0,1.8348,38214,700210,0,0,70115,0,0,NA,NA,NA,NA,NA,NA,17140,"Cincinnati, OH-KY-IN","Dearborn County, IN",17140
"18029","47012","DR","DO",9,1500,"Brookville","IN",NA,NA,447783,0,24.8595,0,2.7434,9950,247352,0,0,27297,0,0,NA,NA,NA,NA,NA,NA,17140,"Cincinnati, OH-KY-IN","Dearborn County, IN",17140
"18031","46173","DR","DO",6,80404,"Rushville","IN",304,NA,213547,0,16.1601,0,1.9178,4879,78845,0,0,9357,0,0,NA,NA,NA,NA,NA,NA,24700,"Greensburg, IN","Decatur County, IN",24700
"18033","46755","DR","DO",12,35500,"Kendalville","IN",NA,NA,728468,0,17.4639,0,1.1229,26421,461413,0,0,29668,0,0,NA,NA,NA,NA,NA,NA,12140,"Auburn, IN","DeKalb County, IN",12140
"18033","46755","DR","DO",12,138189,"Kendalville","IN",NA,NA,728468,0,17.4639,0,1.1229,26421,461413,0,0,29668,0,0,NA,NA,NA,NA,NA,NA,12140,"Auburn, IN","DeKalb County, IN",12140
"18035","47302","MB","DO",27,405984,"Muncie","IN",27,47,5375277,0,13.8795,3.4139,25.0052,53476,742220,0,0,1337176,4565015,97.6,NA,NA,0,0,0,0,34620,"Muncie, IN","Delaware County, IN",34620
"18035","47396","DR","DO",10,215288,"YORKTOWN","IN",NA,NA,1133248,0,17.8379,0,2.3303,19376,345627,0,0,45151,0,0,NA,NA,NA,NA,NA,NA,34620,"Muncie, IN","Delaware County, IN",34620
"18035","47302","DR","DO",9,135995,"Muncie","IN",27,47,1811119,0,10.8345,4.54,2.7443,19706,213505,0,0,54080,245523,0,NA,NA,NA,NA,NA,NA,34620,"Muncie, IN","Delaware County, IN",34620
"18035","47302","MB","DO",26,221974,"Muncie","IN",27,47,5375277,0,13.8795,3.4139,25.0052,53476,742220,0,0,1337176,4565015,97.6,NA,NA,0,0,0,0,34620,"Muncie, IN","Delaware County, IN",34620
"18035","47302","DR","DO",10,74573,"Muncie","IN",27,47,1811119,0,10.8345,4.54,2.7443,19706,213505,0,0,54080,245523,0,NA,NA,NA,NA,NA,NA,34620,"Muncie, IN","Delaware County, IN",34620
"18035","47396","DR","DO",10,186404,"YORKTOWN","IN",NA,NA,1133248,0,17.8379,0,2.3303,19376,345627,0,0,45151,0,0,NA,NA,NA,NA,NA,NA,34620,"Muncie, IN","Delaware County, IN",34620
"18037","47542","DR","DO",2,3504,"Huntingburg","IN",NA,NA,184242,0,7.1051,0,3.186,3264,23191,0,0,10399,0,0,NA,NA,NA,NA,NA,NA,27540,"Jasper, IN","Dubois County, IN",27540
"18041","47331","DR","DO",9,92469,"Connersville","IN",NA,NA,439075,0,12.0892,0,2.285,16170,195483,0,0,36949,0,0,NA,NA,NA,NA,NA,NA,18220,"Connersville, IN","Fayette County, IN",18220
"18047","47353","DR","DO",8,171224,"LIBERTY","IN",NA,NA,508214,0,15.3377,0,1.7581,17326,265741,0,0,30461,0,0,NA,NA,NA,NA,NA,NA,99999,"","Franklin County, IN",18047
"18047","47353","DR","DO",8,51900,"LIBERTY","IN",NA,NA,508214,0,15.3377,0,1.7581,17326,265741,0,0,30461,0,0,NA,NA,NA,NA,NA,NA,99999,"","Franklin County, IN",18047
"18049","46975","DR","DO",8,88715,"Rochester","IN",NA,NA,508921,0,14.5244,0,2.611,15861,230371,0,0,41413,0,0,NA,NA,NA,NA,NA,NA,99999,"","Fulton County, IN",18049
"18049","46975","DR","DO",8,34986,"Rochester","IN",NA,NA,508921,0,14.5244,0,2.611,15861,230371,0,0,41413,0,0,NA,NA,NA,NA,NA,NA,99999,"","Fulton County, IN",18049
"18053","46953","MB","DO",5,240374,"Marion","IN",NA,NA,1291888,0,15.1709,0,18.8654,14423,218810,0,0,272096,0,0,NA,NA,NA,NA,NA,NA,31980,"Marion, IN","Grant County, IN",31980
"18053","46953","MB","DO",6,61649,"Marion","IN",NA,NA,1291888,0,15.1709,0,18.8654,14423,218810,0,0,272096,0,0,NA,NA,NA,NA,NA,NA,31980,"Marion, IN","Grant County, IN",31980
"18055","47403","DR","DO",8,135198,"Bloomington","IN",21,45,816245,0,9.072,4.3732,2.3511,15494,140562,0,0,36428,159307,0,NA,NA,NA,NA,NA,NA,99999,"","Greene County, IN",18055
"18055","47403","DR","DO",8,79332,"Bloomington","IN",21,45,816245,0,9.072,4.3732,2.3511,15494,140562,0,0,36428,159307,0,NA,NA,NA,NA,NA,NA,99999,"","Greene County, IN",18055
"18055","47403","MB","DO",29,2053425,"Bloomington","IN",21,45,6782391,0,10.4093,2.0971,32.8793,94429,982943,0,0,3104755,6510947,91.1,NA,NA,0,0,0,0,99999,"","Greene County, IN",18055
"18055","47403","MB","DO",29,2438256,"Bloomington","IN",21,45,6782391,0,10.4093,2.0971,32.8793,94429,982943,0,0,3104755,6510947,91.1,NA,NA,0,0,0,0,99999,"","Greene County, IN",18055
"18057","46062","DR","DO",18,312036,"Noblesville","IN",402,706,1479795,0,16.043,0,1.9126,32603,523049,0,0,62355,0,0,NA,NA,NA,NA,NA,NA,26900,"Indianapolis-Carmel-Anderson, IN","Hamilton County, IN",26900
"18063","46122","DR","DO",30,109828,"Danville","IN",818,706,1200164,0,15.1107,6.5934,1.6786,35481,536144,0,0,59559,392694,0,NA,NA,NA,NA,NA,NA,26900,"Indianapolis-Carmel-Anderson, IN","Hendricks County, IN",26900
"18069","46750","DR","DO",14,53323,"Huntington","IN",NA,NA,646842,0,12.8853,0,1.6687,25016,322338,0,0,41743,0,0,NA,NA,NA,NA,NA,NA,26540,"Huntington, IN","Huntington County, IN",26540
"18069","46750","DR","DO",14,69972,"Huntington","IN",NA,NA,646842,0,12.8853,0,1.6687,25016,322338,0,0,41743,0,0,NA,NA,NA,NA,NA,NA,26540,"Huntington, IN","Huntington County, IN",26540
"18073","47959","DR","DO",24,74277,"Monon","IN",NA,NA,1054906,0,15.2463,0,1.6109,36501,556505,0,0,58799,0,0,NA,NA,NA,NA,NA,NA,16980,"Chicago-Naperville-Elgin, IL-IN-WI","Jasper County, IN",16980
"18073","47959","DR","DO",24,130500,"Monon","IN",NA,NA,1054906,0,15.2463,0,1.6109,36501,556505,0,0,58799,0,0,NA,NA,NA,NA,NA,NA,16980,"Chicago-Naperville-Elgin, IL-IN-WI","Jasper County, IN",16980
"18081","46131","DR","DO",18,42935,"FRANKLIN","IN",1046,706,1588020,0,15.6744,0,1.6276,40930,641552,0,0,66618,0,0,NA,NA,NA,NA,NA,NA,26900,"Indianapolis-Carmel-Anderson, IN","Johnson County, IN",26900
"18083","47591","DR","DO",10,105222,"VINCINNES","IN",NA,NA,769008,0,14.7258,0,4.3601,19002,279819,0,0,82850,0,0,NA,NA,NA,NA,NA,NA,47180,"Vincennes, IN","Knox County, IN",47180
"18085","46580","DR","DO",8,113144,"WARSAW","IN",NA,NA,816886,0,15.6094,0,3.7742,15582,243225,0,0,58809,0,0,NA,NA,NA,NA,NA,NA,47700,"Warsaw, IN","Kosciusko County, IN",47700
"18085","46580","DR","DO",8,97300,"WARSAW","IN",NA,NA,816886,0,15.6094,0,3.7742,15582,243225,0,0,58809,0,0,NA,NA,NA,NA,NA,NA,47700,"Warsaw, IN","Kosciusko County, IN",47700
"18087","46761","DR","DO",11,78386,"LaGrange","IN",NA,NA,893210,0,19.5711,0,1.8155,26903,526522,0,0,48843,0,0,NA,NA,NA,NA,NA,NA,99999,"","LaGrange County, IN",18087
"18087","46761","DR","DO",11,146982,"LaGrange","IN",NA,NA,893210,0,19.5711,0,1.8155,26903,526522,0,0,48843,0,0,NA,NA,NA,NA,NA,NA,99999,"","LaGrange County, IN",18087
"18089","46383","DR","DO",15,19823,"Valparaiso","IN",590,2443,800879,0,12.9521,0,2.924,30539,395543,0,0,89295,0,0,NA,NA,NA,NA,NA,NA,16980,"Chicago-Naperville-Elgin, IL-IN-WI","Lake County, IN",16980
"18089","46320","DR","DO",6,67003,"Hammond","IN",51,2443,444211,0,13.8284,0,2.2712,7814,108055,0,0,17747,0,0,NA,NA,NA,NA,NA,NA,16980,"Chicago-Naperville-Elgin, IL-IN-WI","Lake County, IN",16980
"18089","46307","DR","DO",14,51796,"Crown Point","IN",550,2443,1032455,0,10.8465,0,1.6431,26883,291586,0,0,44171,0,0,NA,NA,NA,NA,NA,NA,16980,"Chicago-Naperville-Elgin, IL-IN-WI","Lake County, IN",16980
"18089","46383","CB","PT",4,190317,"Valparaiso","IN",16,2443,764962,0,39.3596,0,23.7727,2675,105287,0,0,63592,0,0,NA,NA,NA,NA,NA,NA,16980,"Chicago-Naperville-Elgin, IL-IN-WI","Lake County, IN",16980
"18089","46383","CB","PT",4,154364,"Valparaiso","IN",16,2443,764962,0,39.3596,0,23.7727,2675,105287,0,0,63592,0,0,NA,NA,NA,NA,NA,NA,16980,"Chicago-Naperville-Elgin, IL-IN-WI","Lake County, IN",16980
"18089","46383","DR","DO",15,32067,"Valparaiso","IN",590,2443,800879,0,12.9521,0,2.924,30539,395543,0,0,89295,0,0,NA,NA,NA,NA,NA,NA,16980,"Chicago-Naperville-Elgin, IL-IN-WI","Lake County, IN",16980
"18089","46320","DR","DO",6,66141,"Hammond","IN",51,2443,444211,0,13.8284,0,2.2712,7814,108055,0,0,17747,0,0,NA,NA,NA,NA,NA,NA,16980,"Chicago-Naperville-Elgin, IL-IN-WI","Lake County, IN",16980
"18089","46402","MB","DO",16,1064749,"Gary","IN",38,2443,5505520,0,13.6866,1.2545,11.7297,66943,916221,0,0,785219,985028,164,NA,NA,0,0,0,0,16980,"Chicago-Naperville-Elgin, IL-IN-WI","Lake County, IN",16980
"18089","46402","DR","DO",4,170062,"Gary","IN",38,2443,724477,0,16.1248,5.3195,2.718,5673,91476,0,0,15419,82021,0,NA,NA,NA,NA,NA,NA,16980,"Chicago-Naperville-Elgin, IL-IN-WI","Lake County, IN",16980
"18091","46360","MB","DO",4,275822,"Michigan City","IN",20,39,1171683,0,14.8161,0,12.1472,13558,200877,0,0,164692,0,0,NA,NA,NA,NA,NA,NA,33140,"Michigan City-La Porte, IN","LaPorte County, IN",33140
"18091","46350","DR","DO",5,171870,"Laporte","IN",13,39,635577,0,9.7124,0,3.2408,12902,125309,0,0,41813,0,0,NA,NA,NA,NA,NA,NA,33140,"Michigan City-La Porte, IN","LaPorte County, IN",33140
"18093","47421","DR","DO",5,55323,"BEDFORD","IN",NA,NA,605608,0,10.1481,0,4.9608,7381,74903,0,0,36616,0,0,NA,NA,NA,NA,NA,NA,13260,"Bedford, IN","Lawrence County, IN",13260
"18093","47446","DR","DO",1,53323,"Mitchell","IN",NA,NA,36461,0,8.201,0,4.5979,572,4691,0,0,2630,0,0,NA,NA,NA,NA,NA,NA,13260,"Bedford, IN","Lawrence County, IN",13260
"18095","46016","DR","DO",5,108836,"Anderson","IN",NA,NA,446554,0,20.5077,0,2.2865,7881,161621,0,0,18020,0,0,NA,NA,NA,NA,NA,NA,26900,"Indianapolis-Carmel-Anderson, IN","Madison County, IN",26900
"18095","46016","DR","DO",5,103800,"Anderson","IN",NA,NA,446554,0,20.5077,0,2.2865,7881,161621,0,0,18020,0,0,NA,NA,NA,NA,NA,NA,26900,"Indianapolis-Carmel-Anderson, IN","Madison County, IN",26900
"18095","46016","DR","DO",9,468709,"Anderson","IN",45,66,653990,0,12.2304,0,2.9896,8015,98027,0,0,23962,0,0,NA,NA,NA,NA,NA,NA,26900,"Indianapolis-Carmel-Anderson, IN","Madison County, IN",26900
"18095","46016","DR","DO",8,474257,"Anderson","IN",45,66,653990,0,12.2304,0,2.9896,8015,98027,0,0,23962,0,0,NA,NA,NA,NA,NA,NA,26900,"Indianapolis-Carmel-Anderson, IN","Madison County, IN",26900
"18097","46222","MB","DO",138,7694779,"Indianapolis","IN",396,706,73692965,0,13.2619,4.7513,15.7829,558577,7407788,0,0,8815989,41887194,694.4,NA,NA,0,0,0,0,26900,"Indianapolis-Carmel-Anderson, IN","Marion County, IN",26900
"18097","46222","MB","DO",137,12679997,"Indianapolis","IN",396,706,73692965,0,13.2619,4.7513,15.7829,558577,7407788,0,0,8815989,41887194,694.4,NA,NA,0,0,0,0,26900,"Indianapolis-Carmel-Anderson, IN","Marion County, IN",26900
"18097","46222","DR","PT",74,1190196,"Indianapolis","IN",396,706,11385188,0,15.0785,12.2138,1.5084,200927,3029677,0,0,303085,3701815,0,NA,NA,NA,NA,NA,NA,26900,"Indianapolis-Carmel-Anderson, IN","Marion County, IN",26900
"18097","46222","RB","DO",0,19245785,"Indianapolis","IN",396,706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26900,"Indianapolis-Carmel-Anderson, IN","Marion County, IN",26900
"18097","46222","DR","PT",71,1126896,"Indianapolis","IN",396,706,11385188,0,15.0785,12.2138,1.5084,200927,3029677,0,0,303085,3701815,0,NA,NA,NA,NA,NA,NA,26900,"Indianapolis-Carmel-Anderson, IN","Marion County, IN",26900
"18105","47429","DR","DO",12,123080,"ELLETTSVILLE","IN",NA,NA,1141878,0,13.5886,0,2.1487,28021,380765,0,0,60210,0,0,NA,NA,NA,NA,NA,NA,14020,"Bloomington, IN","Monroe County, IN",14020
"18105","47429","DR","DO",12,107800,"ELLETTSVILLE","IN",NA,NA,1141878,0,13.5886,0,2.1487,28021,380765,0,0,60210,0,0,NA,NA,NA,NA,NA,NA,14020,"Bloomington, IN","Monroe County, IN",14020
"18117","47454","DR","DO",10,40000,"Paoli","IN",NA,NA,418998,0,13.5667,0,1.2153,15544,210881,0,0,18890,0,0,NA,NA,NA,NA,NA,NA,99999,"","Orange County, IN",18117
"18117","47454","DR","DO",10,50916,"Paoli","IN",NA,NA,418998,0,13.5667,0,1.2153,15544,210881,0,0,18890,0,0,NA,NA,NA,NA,NA,NA,99999,"","Orange County, IN",18117
"18127","46304","CR","DO",70,51230694,"Chesterton","IN",1970,2443,51197364,17,33.9489,32.6001,27.411,124045,4211197,778424,22211,3400197,110846664,179.8,127,3.4,NA,NA,NA,NA,16980,"Chicago-Naperville-Elgin, IL-IN-WI","Porter County, IN",16980
"18127","46304","CR","DO",70,53270181,"Chesterton","IN",1970,2443,51197364,17,33.9489,32.6001,27.411,124045,4211197,778424,22211,3400197,110846664,179.8,127,3.4,NA,NA,NA,NA,16980,"Chicago-Naperville-Elgin, IL-IN-WI","Porter County, IN",16980
"18127","46385","DR","DO",7,41022,"Valparaiso","IN",522,2443,749293,0,11.9793,0,1.4203,16318,195478,0,0,23176,0,0,NA,NA,NA,NA,NA,NA,16980,"Chicago-Naperville-Elgin, IL-IN-WI","Porter County, IN",16980
"18141","46601","MB","PT",8,26630,"South Bend","IN",90,92,2052176,0,17.4072,6.048,11.8275,34246,596126,0,0,405045,2449714,106,NA,NA,0,0,0,0,43780,"South Bend-Mishawaka, IN-MI","St. Joseph County, IN",43780
"18141","46601","DR","DO",7,43400,"Plymouth","IN",NA,NA,461571,0,17.2028,0,1.9678,13338,229451,0,0,26246,0,0,NA,NA,NA,NA,NA,NA,43780,"South Bend-Mishawaka, IN-MI","St. Joseph County, IN",43780
"18141","46601","DR","PT",8,196554,"South Bend","IN",90,92,1131153,0,16.8564,5.2072,1.8908,20176,340095,0,0,38148,198643,0,NA,NA,NA,NA,NA,NA,43780,"South Bend-Mishawaka, IN-MI","St. Joseph County, IN",43780
"18141","46601","DR","PT",9,74509,"South Bend","IN",90,92,1131153,0,16.8564,5.2072,1.8908,20176,340095,0,0,38148,198643,0,NA,NA,NA,NA,NA,NA,43780,"South Bend-Mishawaka, IN-MI","St. Joseph County, IN",43780
"18141","46601","DR","DO",9,162734,"Plymouth","IN",NA,NA,461571,0,17.2028,0,1.9678,13338,229451,0,0,26246,0,0,NA,NA,NA,NA,NA,NA,43780,"South Bend-Mishawaka, IN-MI","St. Joseph County, IN",43780
"18141","46613","MB","DO",35,335011,"South Bend","IN",68,161,8713331,0,14.4199,2.8812,16.3084,93394,1346730,0,0,1523104,4388359,289.5,NA,NA,0,0,0,0,43780,"South Bend-Mishawaka, IN-MI","St. Joseph County, IN",43780
"18141","46613","DR","DO",13,423350,"South Bend","IN",68,161,1710863,0,12.8673,8.0926,2.7658,27307,351367,0,0,75527,611212,0,NA,NA,NA,NA,NA,NA,43780,"South Bend-Mishawaka, IN-MI","St. Joseph County, IN",43780
"18141","46613","DR","DO",15,100816,"South Bend","IN",68,161,1710863,0,12.8673,8.0926,2.7658,27307,351367,0,0,75527,611212,0,NA,NA,NA,NA,NA,NA,43780,"South Bend-Mishawaka, IN-MI","St. Joseph County, IN",43780
"18141","46613","MB","DO",35,1626836,"South Bend","IN",68,161,8713331,0,14.4199,2.8812,16.3084,93394,1346730,0,0,1523104,4388359,289.5,NA,NA,0,0,0,0,43780,"South Bend-Mishawaka, IN-MI","St. Joseph County, IN",43780
"18141","46601","MB","PT",9,425989,"South Bend","IN",90,92,2052176,0,17.4072,6.048,11.8275,34246,596126,0,0,405045,2449714,106,NA,NA,0,0,0,0,43780,"South Bend-Mishawaka, IN-MI","St. Joseph County, IN",43780
"18151","46703","DR","DO",8,78789,"Angola","IN",NA,NA,357573,0,17.2528,0,1.8981,7471,128896,0,0,14181,0,0,NA,NA,NA,NA,NA,NA,11420,"Angola, IN","Steuben County, IN",11420
"18151","46703","DR","DO",8,34986,"Angola","IN",NA,NA,357573,0,17.2528,0,1.8981,7471,128896,0,0,14181,0,0,NA,NA,NA,NA,NA,NA,11420,"Angola, IN","Steuben County, IN",11420
"18157","47902","MB","DO",56,4380816,"Lafayette","IN",74,64,10662976,0,12.7214,2.4945,33.2314,141832,1804300,0,0,4713280,11757492,154.9,NA,NA,0,0,0,0,29200,"Lafayette-West Lafayette, IN","Tippecanoe County, IN",29200
"18157","47902","DR","DO",5,63066,"Lafayette","IN",74,64,692577,0,12.1509,5.6984,3.1494,8635,104923,0,0,27195,154969,0,NA,NA,NA,NA,NA,NA,29200,"Lafayette-West Lafayette, IN","Tippecanoe County, IN",29200
